Type,Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date
True,288,259,3,1,
True,129,259,3,0,2016-08-07
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,1,
True,288,259,4,0,2016-09-15
True,288,259,4,1,
True,288,259,5,1,
True,288,259,5,1,
True,288,259,5,1,
True,288,259,5,1,
True,288,259,5,1,
True,288,259,5,1,
True,364,260,3,0,2016-04-21
True,364,260,3,0,2015-12-30
True,364,260,3,0,2016-01-18
True,275,260,7,1,
True,18,260,7,0,2016-03-12
True,254,261,1,0,2016-09-10
True,16,261,4,0,2016-07-02
True,94,261,7,0,2016-06-12
True,229,262,1,0,2016-08-17
True,213,262,2,0,2016-09-14
True,211,262,3,0,2016-08-18
True,233,262,3,0,2016-08-23
True,207,262,3,1,
True,207,262,3,0,2016-07-25
True,257,263,1,0,2016-09-13
True,225,263,2,0,2016-08-24
True,230,263,2,0,2016-08-17
True,119,263,3,0,2016-09-08
True,48,263,3,0,2016-02-24
True,74,263,4,0,2016-09-13
True,111,263,4,0,2016-07-17
True,92,263,6,0,2016-09-04
True,11,263,6,0,2016-03-09
True,63,263,6,0,2016-03-04
True,57,263,6,0,2016-05-13
True,20,263,7,1,
True,20,263,7,0,2016-03-16
True,20,263,7,1,
True,20,263,7,1,
True,20,263,7,0,2016-03-16
True,217,263,1,0,2016-08-24
True,221,263,1,0,2016-08-31
True,20,264,7,0,2016-01-28
True,301,264,7,1,
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,301,264,7,1,
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,20,264,7,0,2016-01-28
True,301,264,7,1,
True,287,265,4,1,
True,287,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,233,265,4,1,
True,233,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,233,265,4,1,
True,233,265,4,1,
True,233,265,4,1,
True,287,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,233,265,4,1,
True,233,265,4,1,
True,287,265,4,1,
True,287,265,4,1,
True,287,265,4,1,
True,287,265,4,1,
True,97,265,6,0,2016-08-16
True,233,265,4,1,
True,233,265,4,1,
True,233,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,233,265,4,1,
True,233,265,4,0,2016-06-17
True,233,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,287,265,4,1,
True,287,265,4,1,
True,287,265,4,1,
True,287,265,4,1,
True,233,265,4,1,
True,233,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,169,265,4,0,2016-08-09
True,287,265,4,1,
True,287,265,4,1,
True,233,265,4,1,
True,233,265,4,1,
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,245,265,4,0,2015-10-14
True,248,266,1,0,2016-09-04
True,71,266,7,0,2016-08-05
True,225,267,1,0,2016-08-26
True,294,267,7,1,
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,344,268,3,0,2016-05-19
True,240,269,1,0,2016-08-29
True,220,269,1,0,2016-09-02
True,240,269,1,0,2016-08-29
True,250,269,1,0,2016-09-08
True,198,269,3,0,2016-07-16
True,199,269,4,0,2016-07-24
True,129,269,7,0,2016-09-14
True,290,269,14,1,
True,290,269,14,1,
True,217,270,5,0,2016-08-07
True,93,270,5,0,2016-07-12
True,93,270,7,1,
True,251,270,7,0,2016-09-26
True,288,270,7,0,2016-06-27
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,296,270,9,0,2016-01-22
True,302,270,10,1,
True,93,270,7,1,
True,93,270,7,1,
True,93,270,7,1,
True,302,270,10,1,
True,93,270,10,1,
True,98,271,7,0,2016-04-08
True,98,271,7,0,2016-04-08
True,141,272,4,0,2016-07-19
True,137,273,3,0,2016-07-15
True,296,273,6,1,
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,43,274,3,0,2016-06-17
True,142,274,4,0,2016-08-08
True,239,274,5,0,2016-09-15
True,250,274,5,0,2016-09-12
True,100,274,4,0,2016-06-21
True,5,274,14,0,2016-01-14
True,321,275,6,0,2016-05-03
True,237,275,21,0,2015-08-27
True,237,275,21,0,2015-08-25
True,33,276,4,0,2016-04-11
True,118,276,4,0,2016-05-06
True,110,276,4,0,2016-09-16
True,18,276,5,0,2016-01-20
True,135,277,4,0,2016-05-21
True,117,277,5,0,2016-07-19
True,191,277,6,0,2016-07-28
True,164,277,6,0,2016-08-09
True,301,277,10,1,
True,213,278,1,0,2016-08-17
True,213,278,1,0,2016-08-17
True,109,278,5,0,2016-05-14
True,129,278,5,0,2016-08-11
True,213,278,5,0,2016-08-02
True,213,278,5,0,2016-08-02
True,214,278,5,0,2016-08-02
True,122,279,3,0,2016-09-02
True,272,279,5,0,2016-09-28
True,272,279,5,0,2016-09-28
True,272,279,5,0,2016-09-28
True,81,279,9,0,2016-03-26
True,262,280,2,1,
True,262,280,2,1,
True,221,280,3,0,2016-08-30
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,221,280,3,0,2016-08-30
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,221,280,3,0,2016-08-30
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,3,1,
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,3,1,
True,262,280,3,1,
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,280,4,0,2016-03-04
True,262,281,2,1,
True,137,281,2,0,2016-09-28
True,221,281,3,0,2016-08-08
True,98,281,3,0,2016-04-09
True,187,281,5,0,2016-09-23
True,287,281,9,1,
True,262,282,1,1,
True,131,282,2,0,2016-05-27
True,131,282,2,0,2016-05-27
True,131,282,2,0,2016-05-27
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,263,282,4,0,2016-09-23
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,226,282,4,0,2016-08-13
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,254,282,4,0,2015-12-17
True,131,282,2,0,2016-05-27
True,131,282,2,0,2016-05-11
True,148,282,2,0,2016-05-27
True,287,282,9,1,
True,287,282,10,1,
True,279,282,14,0,2015-11-04
True,152,283,2,0,2016-09-07
True,152,283,2,0,2016-09-07
True,152,283,2,0,2016-07-05
True,267,283,2,0,2016-09-29
True,152,283,2,0,2016-07-05
True,152,283,2,0,2016-09-07
True,267,283,2,0,2016-09-29
True,152,283,2,0,2016-09-29
True,267,283,2,0,2016-09-29
True,267,283,2,0,2016-09-29
True,152,283,2,0,2016-09-29
True,152,283,2,0,2016-07-05
True,273,283,2,0,2016-09-29
True,267,283,2,0,2016-09-29
True,152,283,2,0,2016-09-07
True,152,283,2,0,2016-09-29
True,267,283,2,0,2016-09-29
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,187,283,3,0,2016-09-07
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,187,283,3,0,2016-09-07
True,253,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,3,0,2016-09-23
True,152,283,5,0,2016-09-23
True,152,283,5,0,2016-09-23
True,311,283,7,1,
True,311,283,7,1,
True,311,283,7,1,
True,47,283,10,0,2016-05-11
True,274,284,1,0,2016-10-04
True,274,284,1,0,2016-10-04
True,272,284,2,0,2016-09-29
True,287,284,7,1,
True,267,285,1,0,2016-09-29
True,284,285,1,0,2016-10-10
True,273,285,1,0,2016-10-04
True,280,285,1,0,2016-10-11
True,287,285,6,1,
True,311,285,7,1,
True,287,285,7,1,
True,311,285,7,1,
True,287,286,3,1,
True,287,286,4,1,
True,287,286,4,0,2016-09-29
True,287,286,4,0,2016-09-29
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,284,286,2,0,2016-10-10
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,29,286,4,0,2016-02-12
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,4,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,0,2016-10-10
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,5,1,
True,287,286,6,1,
True,287,286,7,1,
True,287,286,6,1,
True,287,287,1,0,2016-10-13
True,287,287,4,1,
True,287,287,4,1,
True,287,287,5,1,
True,287,287,5,1,
True,39,288,7,0,2016-09-29
True,311,288,7,1,
True,311,288,7,1,
True,218,288,8,0,2016-05-25
True,277,289,1,0,2016-10-06
True,174,289,1,0,2016-09-20
True,91,289,7,0,2016-08-02
True,91,289,7,0,2016-08-02
True,279,289,14,0,2016-09-20
True,263,290,2,0,2016-09-20
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,109,290,3,0,2016-07-18
True,276,290,4,0,2016-10-11
True,271,290,5,0,2016-09-29
True,260,290,5,0,2016-09-17
True,243,290,5,0,2016-09-05
True,259,290,4,0,2016-10-02
True,273,290,8,1,
True,223,291,1,0,2016-08-11
True,130,291,2,0,2016-05-09
True,274,291,3,0,2016-10-04
True,269,291,3,0,2016-09-29
True,137,291,4,0,2016-07-21
True,233,291,4,0,2016-09-04
True,261,291,4,0,2016-09-18
True,196,291,5,0,2016-07-19
True,67,291,7,0,2016-03-08
True,111,291,7,0,2016-05-02
True,67,291,7,0,2016-04-27
True,67,291,7,0,2016-03-08
True,67,291,7,0,2016-04-27
True,182,291,8,0,2016-06-30
True,245,292,1,0,2016-10-04
True,221,292,2,0,2016-09-20
True,221,292,2,0,2016-09-20
True,221,292,2,0,2016-09-20
True,221,292,2,0,2016-09-20
True,274,292,2,0,2016-10-02
True,221,292,2,0,2016-09-20
True,251,292,3,0,2016-09-26
True,270,292,3,0,2016-10-06
True,271,292,3,0,2015-10-09
True,201,292,4,0,2016-07-21
True,160,292,4,0,2016-06-09
True,176,292,4,0,2016-06-24
True,271,292,5,0,2015-10-09
True,291,293,1,0,2016-10-17
True,270,293,3,0,2016-10-06
True,170,293,4,0,2016-09-29
True,273,293,5,1,
True,273,293,5,1,
True,273,293,5,1,
True,273,293,5,1,
True,273,293,3,0,2016-09-29
True,273,293,5,1,
True,273,293,7,1,
True,148,293,7,0,2016-06-13
True,170,293,7,0,2016-06-26
True,273,294,3,0,2016-07-11
True,181,294,3,0,2016-06-29
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,1,
True,260,294,4,0,2016-09-16
True,273,294,4,1,
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,1,
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,273,294,4,0,2016-09-14
True,193,294,7,0,2016-07-11
True,217,295,4,0,2016-08-04
True,346,295,7,0,2016-09-08
True,129,296,7,0,2016-05-10
True,279,297,3,0,2016-10-06
True,258,297,4,0,2016-09-14
True,94,297,4,0,2016-04-04
True,146,297,5,0,2016-06-12
True,208,297,4,0,2016-08-23
True,164,297,5,0,2016-06-29
True,164,297,5,0,2016-06-29
True,221,297,5,0,2016-08-08
True,263,298,2,0,2016-09-19
True,235,298,2,0,2016-09-13
True,269,298,2,0,2016-10-01
True,270,298,3,0,2016-09-28
True,267,298,3,0,2016-09-23
True,118,298,4,0,2016-08-30
True,232,298,4,0,2016-09-03
True,232,298,4,0,2016-09-03
True,291,299,1,1,
True,299,299,1,0,2016-10-25
True,291,299,1,1,
True,299,299,1,1,
True,293,300,1,1,
True,300,300,2,0,2016-10-26
True,258,300,3,0,2016-09-15
True,147,300,7,0,2016-05-30
True,112,300,8,0,2016-07-20
True,112,300,8,0,2016-07-20
True,112,300,8,0,2016-07-20
True,301,301,1,0,2016-10-27
True,301,301,1,0,2016-10-27
True,293,301,1,0,2016-10-24
True,301,301,2,0,2016-10-27
True,214,301,3,0,2016-10-17
True,214,301,3,0,2016-10-17
True,53,301,3,0,2016-08-23
True,277,301,3,0,2016-10-09
True,214,301,3,0,2016-10-16
True,180,301,4,0,2016-07-11
True,248,301,4,0,2016-10-03
True,95,301,7,0,2016-07-25
True,299,302,1,0,2016-10-26
True,123,302,1,0,2016-10-13
True,123,302,1,0,2016-10-13
True,288,302,2,1,
True,286,302,2,1,
True,292,302,2,0,2016-10-27
True,260,302,4,1,
True,173,302,4,0,2016-09-02
True,47,302,7,0,2016-10-28
True,94,302,9,0,2016-04-27
True,285,303,1,1,
True,285,303,1,1,
True,291,303,1,1,
True,302,303,1,0,2016-10-29
True,285,303,1,0,2016-10-28
True,287,303,1,0,2016-10-24
True,285,303,1,1,
True,254,303,7,0,2016-09-21
True,177,303,7,0,2016-07-25
True,287,304,1,0,2016-10-24
True,302,304,1,0,2016-10-30
True,287,304,1,0,2016-10-24
True,287,304,1,0,2016-10-27
True,299,304,2,0,2016-10-29
True,223,304,3,1,
True,285,304,4,0,2016-10-19
True,270,304,7,0,2016-10-02
True,60,305,5,0,2016-04-26
True,60,305,5,0,2016-04-26
True,113,305,7,0,2016-07-20
True,229,305,7,0,2016-08-25
True,91,305,7,0,2016-09-05
True,235,305,7,0,2016-08-25
True,91,305,7,0,2016-08-02
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-03-11
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-03-11
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-03-11
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,293,306,2,0,2016-10-18
True,248,306,7,0,2016-09-24
True,260,306,7,0,2016-10-02
True,194,307,2,0,2016-09-30
True,194,307,2,0,2016-09-30
True,194,307,2,0,2016-09-30
True,194,307,2,0,2016-09-30
True,270,307,5,0,2016-10-05
True,280,307,7,0,2016-10-07
True,16,308,1,0,2016-09-01
True,16,308,1,0,2016-09-01
True,295,308,1,0,2016-10-21
True,295,308,1,0,2016-10-21
True,16,308,1,0,2016-10-21
True,16,308,1,0,2016-10-21
True,16,308,1,0,2016-10-21
True,16,308,1,0,2016-10-21
True,16,308,1,0,2016-09-01
True,16,308,1,0,2016-10-21
True,295,308,1,0,2016-10-21
True,16,308,1,0,2016-09-01
True,16,308,1,0,2016-09-01
True,16,308,1,0,2016-10-21
True,16,308,1,0,2016-10-21
True,295,308,1,0,2016-10-21
True,116,308,7,0,2016-06-28
True,309,309,1,0,2016-11-04
True,252,309,1,0,2016-10-05
True,245,309,2,0,2016-09-02
True,263,309,2,0,2016-10-10
True,263,309,2,0,2016-10-10
True,226,310,1,0,2016-10-19
True,109,310,2,0,2016-04-18
True,268,310,2,0,2016-10-11
True,264,310,2,0,2016-09-24
True,287,310,2,0,2016-11-04
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,109,310,3,0,2016-07-18
True,109,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,109,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,109,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,99,310,3,0,2016-07-18
True,298,311,1,0,2016-10-27
True,298,311,1,0,2016-10-27
True,278,311,5,0,2016-10-16
True,244,311,6,0,2016-09-21
True,87,311,7,0,2016-06-06
True,267,311,7,0,2016-09-24
True,284,312,1,1,
True,291,312,5,0,2016-11-03
True,280,312,6,0,2016-10-10
True,118,312,7,0,2016-10-10
True,238,313,3,0,2016-10-29
True,281,313,6,0,2016-10-08
True,312,314,1,0,2016-11-07
True,228,314,6,0,2016-08-15
True,278,315,3,0,2016-10-25
True,278,315,3,0,2016-10-25
True,180,315,5,0,2016-08-31
True,180,315,5,0,2016-08-31
True,165,315,5,0,2016-07-22
True,180,315,5,0,2016-08-31
True,180,315,5,0,2016-08-31
True,278,315,4,0,2016-10-26
True,180,315,5,0,2016-08-31
True,180,315,5,0,2016-08-31
True,180,315,5,0,2016-08-31
True,296,315,7,1,
True,283,316,2,0,2016-11-04
True,283,316,2,0,2016-10-10
True,283,316,2,0,2016-10-09
True,258,316,4,0,2016-10-13
True,216,316,4,0,2016-10-19
True,231,316,4,0,2016-08-18
True,263,316,5,0,2016-09-22
True,263,316,6,0,2016-10-11
True,194,316,8,0,2016-10-28
True,277,317,1,0,2016-10-25
True,100,317,1,0,2016-10-14
True,266,317,1,0,2016-10-14
True,273,317,3,0,2016-10-23
True,270,317,4,0,2016-09-27
True,287,317,4,0,2016-10-13
True,106,317,5,0,2016-10-17
True,263,317,5,0,2016-09-19
True,236,317,6,0,2016-09-30
True,258,317,30,0,2016-10-20
True,258,317,30,0,2016-10-19
True,319,319,1,1,
True,318,319,2,0,2016-11-14
True,319,319,4,0,2016-11-14
True,183,319,10,0,2016-07-01
True,274,321,1,0,2016-10-01
True,299,321,2,0,2016-11-03
True,206,322,3,0,2016-07-28
True,222,322,4,0,2016-11-07
True,222,322,4,0,2016-11-07
True,242,322,4,0,2016-10-12
True,242,322,4,0,2016-10-24
True,207,322,4,0,2016-11-07
True,228,322,4,0,2016-08-31
True,294,322,7,0,2016-10-20
True,315,323,1,0,2016-11-11
True,278,323,2,0,2016-11-08
True,277,323,2,0,2016-10-16
True,232,323,2,0,2016-11-05
True,258,323,2,0,2016-09-16
True,239,323,2,0,2016-09-03
True,256,323,3,0,2016-10-25
True,299,323,7,1,
True,280,324,2,0,2016-10-07
True,280,324,2,0,2016-10-07
True,304,324,7,0,2016-10-31
True,300,325,3,0,2016-11-09
True,259,326,1,0,2016-09-16
True,295,327,1,0,2016-10-22
True,326,327,1,0,2016-11-22
True,316,327,1,0,2016-11-16
True,321,328,1,0,2016-11-23
True,321,328,1,0,2016-11-17
True,321,328,1,0,2016-11-23
True,270,329,3,0,2016-10-17
True,283,329,3,0,2016-11-05
True,265,329,3,0,2016-11-07
True,228,329,4,0,2016-08-31
True,257,330,2,0,2016-10-26
True,234,330,3,0,2016-11-11
True,282,330,3,0,2016-11-13
True,272,331,1,0,2016-11-07
True,109,331,3,0,2016-10-18
True,109,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,109,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,109,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,99,331,3,0,2016-10-18
True,283,331,7,0,2016-10-14
True,230,331,7,0,2016-09-18
True,262,331,7,0,2016-09-19
True,317,332,3,0,2016-11-12
True,326,334,3,0,2016-11-23
True,291,335,1,0,2016-11-10
True,333,335,1,0,2016-11-30
True,196,335,3,0,2016-10-04
True,335,335,2,0,2016-11-30
True,121,335,3,0,2016-07-13
True,320,336,1,0,2016-11-15
True,248,336,3,0,2016-09-23
True,322,336,3,0,2016-11-17
True,274,337,2,0,2016-11-18
True,245,337,2,0,2016-10-17
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,210,338,1,0,2016-11-23
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,155,338,3,0,2016-10-26
True,237,339,4,0,2016-12-04
True,326,340,3,0,2016-12-02
True,326,340,3,0,2016-11-29
True,255,340,3,0,2016-10-15
True,326,340,3,0,2016-11-30
True,326,340,3,0,2016-11-29
True,326,340,3,0,2016-11-30
True,326,340,3,0,2016-11-29
True,337,340,3,0,2016-12-02
True,273,340,4,0,2016-10-18
True,101,340,5,0,2016-07-03
True,245,340,5,0,2016-09-01
True,340,341,1,1,
True,284,341,3,0,2016-10-15
True,246,341,4,0,2016-09-02
True,266,341,5,1,
True,285,342,4,0,2016-11-25
True,321,342,5,1,
True,305,343,1,0,2016-11-01
True,327,343,1,0,2016-12-08
True,321,343,3,0,2016-12-03
True,305,343,1,0,2016-11-01
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,321,343,3,0,2016-12-03
True,244,343,3,0,2016-09-02
True,251,343,3,0,2016-09-08
True,238,343,4,0,2016-11-24
True,194,343,4,0,2016-08-04
True,281,344,2,0,2016-12-05
True,252,344,2,0,2016-09-13
True,341,345,1,0,2016-12-10
True,274,345,1,0,2016-11-04
True,294,345,2,0,2016-10-20
True,320,345,3,0,2016-11-18
True,342,347,1,0,2016-12-08
True,342,347,1,0,2016-12-08
True,299,347,5,0,2016-11-01
True,342,347,18,0,2016-12-07
True,347,348,1,0,2016-12-13
True,349,349,2,0,2016-12-14
True,105,350,2,0,2016-04-25
True,105,350,2,0,2016-04-25
True,300,350,3,0,2016-11-03
True,300,350,4,0,2016-11-03
True,306,351,1,0,2016-11-01
True,328,351,2,0,2016-12-16
True,336,351,2,0,2016-12-03
True,266,352,1,0,2016-11-21
True,300,352,2,1,
True,299,352,2,0,2016-10-26
True,300,352,2,1,
True,299,352,2,0,2016-10-26
True,273,352,4,0,2016-12-04
True,341,352,4,1,
True,292,352,5,0,2016-11-01
True,247,352,8,0,2016-10-04
True,338,352,9,0,2016-12-06
True,152,352,18,0,2016-06-03
True,146,352,18,0,2016-05-31
True,301,353,4,0,2016-11-03
True,258,353,8,0,2016-09-14
True,333,354,1,0,2016-12-06
True,354,354,2,0,2016-12-19
True,324,354,3,0,2016-12-19
True,269,354,4,0,2016-09-25
True,4,354,11,0,2016-10-24
True,351,355,1,0,2016-12-19
