Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
2023-07-21,2023-07-21,1,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,5,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,4,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,10,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,1,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,3,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,8,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,1,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,14,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,3,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,6,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,3,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,4,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,4,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,1,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,5,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,1,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,6,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,3,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,2,Confirmed,,Walk-in,0
2023-07-21,2023-07-21,3,Confirmed,,Walk-in,0
2023-07-21,2024-02-09,9,Confirmed,,Reservation,203
2023-07-21,2024-03-21,1,Confirmed,,Reservation,244
2023-07-21,2023-08-19,1,Cancel in reservation stage,2023-07-22,Reservation,29
2023-07-21,2023-08-06,3,Confirmed,,Reservation,16
2023-07-21,2023-07-25,1,Confirmed,,Reservation,4
2023-07-21,2024-01-06,10,Confirmed,,Reservation,169
2023-07-21,2023-09-18,8,Confirmed,,Reservation,59
2023-07-21,2023-08-15,14,Confirmed,,Reservation,25
2023-07-21,2023-08-13,12,Confirmed,,Reservation,23
2023-07-21,2024-05-11,1,Confirmed,,Reservation,295
2023-07-21,2023-08-16,8,Confirmed,,Reservation,26
2023-07-21,2023-09-01,11,Cancel in reservation stage,2023-07-23,Reservation,42
2023-07-21,2023-08-21,5,Confirmed,,Reservation,31
2023-07-21,2023-07-22,8,Cancel in reservation stage,2023-07-21,Reservation,1
2023-07-21,2023-07-25,3,Confirmed,,Reservation,4
2023-07-21,2023-08-01,13,Cancel in reservation stage,2023-07-31,Reservation,11
2023-07-21,2024-02-19,4,Confirmed,,Reservation,213
2023-07-21,2023-09-28,2,Confirmed,,Reservation,69
2023-07-21,2023-08-24,2,Confirmed,,Reservation,34
2023-07-21,2023-09-13,3,Confirmed,,Reservation,54
2023-07-21,2023-09-21,1,Confirmed,,Reservation,62
2023-07-21,2023-07-23,1,Confirmed,,Reservation,2
2023-07-21,2023-09-22,5,Confirmed,,Reservation,63
2023-07-21,2023-11-15,1,Confirmed,,Reservation,117
2023-07-21,2023-08-21,8,Confirmed,,Reservation,31
2023-07-21,2024-05-16,6,Confirmed,,Reservation,300
2023-07-21,2023-08-15,7,Confirmed,,Reservation,25
2023-07-21,2023-08-09,12,Confirmed,,Reservation,19
2023-07-21,2023-09-02,1,Cancel in reservation stage,2023-08-31,Reservation,43
2023-07-21,2023-09-21,3,Cancel in reservation stage,2023-08-02,Reservation,62
2023-07-21,2023-07-24,1,Confirmed,,Reservation,3
2023-07-21,2023-09-02,1,Confirmed,,Reservation,43
2023-07-21,2024-01-17,1,Confirmed,,Reservation,180
2023-07-22,2023-07-22,3,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,3,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,4,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,2,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,4,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,6,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,2,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,2,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,10,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,2,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-22,1,Confirmed,,Walk-in,0
2023-07-22,2023-07-23,7,Confirmed,,Reservation,1
2023-07-22,2024-02-24,5,Cancel in reservation stage,2023-11-06,Reservation,217
2023-07-22,2024-04-21,5,Confirmed,,Reservation,274
2023-07-22,2023-08-12,2,Cancel in reservation stage,2023-07-22,Reservation,21
2023-07-22,2023-10-22,1,Confirmed,,Reservation,92
2023-07-22,2023-09-02,1,Cancel in reservation stage,2023-08-03,Reservation,42
2023-07-22,2024-02-01,1,Confirmed,,Reservation,194
2023-07-22,2023-10-31,4,Confirmed,,Reservation,101
2023-07-22,2024-01-09,5,Cancel in reservation stage,2023-09-17,Reservation,171
2023-07-22,2023-08-09,1,Confirmed,,Reservation,18
2023-07-22,2023-08-06,2,Confirmed,,Reservation,15
2023-07-22,2023-09-04,2,Confirmed,,Reservation,44
2023-07-22,2023-08-19,4,Confirmed,,Reservation,28
2023-07-22,2023-08-14,9,Cancel in check-in stage,2023-08-14,Reservation,23
2023-07-22,2024-01-21,3,Confirmed,,Reservation,183
2023-07-22,2023-10-17,3,Confirmed,,Reservation,87
2023-07-22,2023-11-20,6,Confirmed,,Reservation,121
2023-07-22,2023-08-19,3,Confirmed,,Reservation,28
2023-07-22,2023-08-09,4,Confirmed,,Reservation,18
2023-07-22,2024-03-21,10,Confirmed,,Reservation,243
2023-07-22,2023-08-13,8,Confirmed,,Reservation,22
2023-07-22,2023-12-06,4,Confirmed,,Reservation,137
2023-07-22,2023-12-21,1,Confirmed,,Reservation,152
2023-07-22,2023-09-14,3,Confirmed,,Reservation,54
2023-07-22,2023-08-14,2,Confirmed,,Reservation,23
2023-07-22,2024-05-07,1,Confirmed,,Reservation,290
2023-07-22,2023-07-26,1,Confirmed,,Reservation,4
2023-07-22,2023-10-09,2,Confirmed,,Reservation,79
2023-07-22,2023-08-21,7,Confirmed,,Reservation,30
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,9,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,8,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,3,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,4,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,6,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,2,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,1,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,6,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,5,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,4,Confirmed,,Walk-in,0
2023-07-23,2023-07-23,7,Confirmed,,Walk-in,0
2023-07-23,2023-07-26,1,Confirmed,,Reservation,3
2023-07-23,2023-08-04,4,Confirmed,,Reservation,12
2023-07-23,2023-08-23,4,Confirmed,,Reservation,31
2023-07-23,2023-10-10,1,Cancel in reservation stage,2023-09-12,Reservation,79
2023-07-23,2024-06-24,1,Confirmed,,Reservation,337
2023-07-23,2023-09-25,2,Confirmed,,Reservation,64
2023-07-23,2024-01-07,2,Confirmed,,Reservation,168
2023-07-23,2023-08-05,1,Cancel in reservation stage,2023-08-02,Reservation,13
2023-07-23,2023-07-25,2,Cancel in reservation stage,2023-07-24,Reservation,2
2023-07-23,2023-10-05,8,Confirmed,,Reservation,74
2023-07-23,2024-04-26,4,Cancel in reservation stage,2023-08-20,Reservation,278
2023-07-23,2024-01-05,2,Confirmed,,Reservation,166
2023-07-23,2024-02-19,1,Confirmed,,Reservation,211
2023-07-23,2023-07-24,4,Confirmed,,Reservation,1
2023-07-23,2023-07-30,3,Confirmed,,Reservation,7
2023-07-23,2023-12-25,6,Confirmed,,Reservation,155
2023-07-23,2023-10-08,10,Confirmed,,Reservation,77
2023-07-23,2023-12-03,2,Confirmed,,Reservation,133
2023-07-23,2023-08-17,5,Confirmed,,Reservation,25
2023-07-23,2023-11-16,6,Confirmed,,Reservation,116
2023-07-23,2023-08-01,4,Confirmed,,Reservation,9
2023-07-23,2023-09-23,1,Confirmed,,Reservation,62
2023-07-23,2023-09-26,18,Confirmed,,Reservation,65
2023-07-23,2023-09-03,1,Cancel in reservation stage,2023-08-31,Reservation,42
2023-07-23,2024-01-28,2,Confirmed,,Reservation,189
2023-07-23,2024-06-06,1,Confirmed,,Reservation,319
2023-07-23,2023-07-24,3,Confirmed,,Reservation,1
2023-07-23,2023-09-13,1,Confirmed,,Reservation,52
2023-07-23,2023-09-23,3,Confirmed,,Reservation,62
2023-07-23,2024-06-26,2,Confirmed,,Reservation,339
2023-07-23,2024-07-22,2,Confirmed,,Reservation,365
2023-07-24,2023-07-24,3,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,4,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,3,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,1,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,2,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,4,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,7,Confirmed,,Walk-in,0
2023-07-24,2023-07-24,1,Confirmed,,Walk-in,0
2023-07-24,2023-10-03,3,Confirmed,,Reservation,71
2023-07-24,2024-02-17,2,Confirmed,,Reservation,208
2023-07-24,2023-09-22,1,Cancel in reservation stage,2023-07-31,Reservation,60
2023-07-24,2023-08-30,11,Confirmed,,Reservation,37
2023-07-24,2023-09-10,11,Confirmed,,Reservation,48
2023-07-24,2023-08-04,6,Confirmed,,Reservation,11
2023-07-24,2023-11-06,3,Confirmed,,Reservation,105
2023-07-24,2023-07-31,1,Confirmed,,Reservation,7
2023-07-24,2023-11-16,6,Confirmed,,Reservation,115
2023-07-24,2023-09-23,1,Confirmed,,Reservation,61
2023-07-24,2023-09-05,2,Confirmed,,Reservation,43
2023-07-24,2023-09-07,8,Confirmed,,Reservation,45
2023-07-24,2023-10-08,2,Confirmed,,Reservation,76
2023-07-24,2023-08-03,2,Confirmed,,Reservation,10
2023-07-24,2023-09-20,4,Confirmed,,Reservation,58
2023-07-24,2024-01-12,3,Confirmed,,Reservation,172
2023-07-24,2024-01-11,7,Confirmed,,Reservation,171
2023-07-24,2023-09-26,7,Cancel in check-in stage,2023-09-26,Reservation,64
2023-07-24,2023-09-15,3,Confirmed,,Reservation,53
2023-07-24,2023-09-22,6,Confirmed,,Reservation,60
2023-07-24,2024-03-21,3,Confirmed,,Reservation,241
2023-07-24,2023-08-30,1,Confirmed,,Reservation,37
2023-07-24,2023-10-22,3,Confirmed,,Reservation,90
2023-07-24,2023-11-18,2,Confirmed,,Reservation,117
2023-07-24,2023-09-16,6,Confirmed,,Reservation,54
2023-07-24,2023-08-22,4,Confirmed,,Reservation,29
2023-07-24,2023-09-04,2,Confirmed,,Reservation,42
2023-07-24,2023-08-02,1,Confirmed,,Reservation,9
2023-07-24,2023-08-05,1,Confirmed,,Reservation,12
2023-07-24,2024-03-12,3,Confirmed,,Reservation,232
2023-07-24,2023-07-25,1,Cancel in reservation stage,2023-07-24,Reservation,1
2023-07-24,2023-08-14,1,Confirmed,,Reservation,21
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,7,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,8,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,8,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,17,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,7,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,9,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,7,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,10,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,5,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,8,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,9,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,7,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,4,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,6,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,1,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,2,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,3,Confirmed,,Walk-in,0
2023-07-25,2023-07-25,9,Confirmed,,Walk-in,0
2023-07-25,2023-08-28,5,Confirmed,,Reservation,34
2023-07-25,2023-12-21,2,Confirmed,,Reservation,149
2023-07-25,2024-06-06,3,Confirmed,,Reservation,317
2023-07-25,2023-07-27,2,Confirmed,,Reservation,2
2023-07-25,2023-08-11,4,Confirmed,,Reservation,17
2023-07-25,2024-06-19,2,Confirmed,,Reservation,330
2023-07-25,2023-08-02,8,Cancel in reservation stage,2023-07-25,Reservation,8
2023-07-25,2024-03-28,2,Confirmed,,Reservation,247
2023-07-25,2023-10-01,2,Cancel in check-in stage,2023-10-01,Reservation,68
2023-07-25,2023-09-11,8,Confirmed,,Reservation,48
2023-07-25,2023-12-07,7,Confirmed,,Reservation,135
2023-07-25,2023-10-20,2,Confirmed,,Reservation,87
2023-07-25,2023-08-19,2,Confirmed,,Reservation,25
2023-07-25,2024-07-14,2,Confirmed,,Reservation,355
2023-07-25,2023-07-29,5,Confirmed,,Reservation,4
2023-07-25,2023-11-23,4,Confirmed,,Reservation,121
2023-07-25,2023-07-26,10,Confirmed,,Reservation,1
2023-07-25,2023-08-25,4,Cancel in reservation stage,2023-07-28,Reservation,31
2023-07-25,2023-11-13,3,Cancel in reservation stage,2023-09-04,Reservation,111
2023-07-25,2023-08-22,5,Confirmed,,Reservation,28
2023-07-25,2023-08-06,3,Cancel in reservation stage,2023-08-04,Reservation,12
2023-07-25,2024-04-09,1,Confirmed,,Reservation,259
2023-07-25,2023-08-01,1,Confirmed,,Reservation,7
2023-07-25,2023-09-08,8,Confirmed,,Reservation,45
2023-07-25,2023-07-28,2,Confirmed,,Reservation,3
2023-07-25,2023-11-13,1,Confirmed,,Reservation,111
2023-07-25,2023-08-09,6,Confirmed,,Reservation,15
2023-07-25,2023-07-28,5,Confirmed,,Reservation,3
2023-07-25,2023-08-05,8,Confirmed,,Reservation,11
2023-07-25,2023-12-11,1,Confirmed,,Reservation,139
2023-07-25,2023-08-30,1,Confirmed,,Reservation,36
2023-07-25,2023-08-04,1,Cancel in reservation stage,2023-07-25,Reservation,10
2023-07-26,2023-07-26,4,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,1,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,5,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,2,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,3,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,1,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,1,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,5,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,1,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,1,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,3,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,3,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,3,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,3,Confirmed,,Walk-in,0
2023-07-26,2023-07-26,2,Confirmed,,Walk-in,0
2023-07-26,2023-10-01,1,Confirmed,,Reservation,67
2023-07-26,2023-07-27,2,Confirmed,,Reservation,1
2023-07-26,2023-08-29,1,Confirmed,,Reservation,34
2023-07-26,2024-02-23,1,Confirmed,,Reservation,212
2023-07-26,2023-07-29,1,Confirmed,,Reservation,3
2023-07-26,2024-02-22,4,Confirmed,,Reservation,211
2023-07-26,2024-06-03,2,Confirmed,,Reservation,313
2023-07-26,2023-12-20,1,Confirmed,,Reservation,147
2023-07-26,2024-02-29,1,Cancel in reservation stage,2023-08-06,Reservation,218
2023-07-26,2023-08-22,2,Confirmed,,Reservation,27
2023-07-26,2023-08-25,1,Cancel in reservation stage,2023-07-30,Reservation,30
2023-07-26,2023-08-20,10,Confirmed,,Reservation,25
2023-07-26,2023-08-13,2,Confirmed,,Reservation,18
2023-07-26,2023-07-28,1,Confirmed,,Reservation,2
2023-07-26,2023-11-23,3,Confirmed,,Reservation,120
2023-07-26,2023-08-17,5,Confirmed,,Reservation,22
2023-07-26,2023-10-09,1,Confirmed,,Reservation,75
2023-07-26,2023-11-04,4,Confirmed,,Reservation,101
2023-07-26,2023-08-01,2,Confirmed,,Reservation,6
2023-07-26,2023-10-28,3,Confirmed,,Reservation,94
2023-07-26,2023-09-02,4,Confirmed,,Reservation,38
2023-07-26,2023-07-30,2,Confirmed,,Reservation,4
2023-07-26,2023-08-08,3,Confirmed,,Reservation,13
2023-07-26,2023-09-02,3,Confirmed,,Reservation,38
2023-07-26,2023-08-05,2,Cancel in reservation stage,2023-08-03,Reservation,10
2023-07-26,2023-07-27,2,Confirmed,,Reservation,1
2023-07-26,2024-04-05,2,Confirmed,,Reservation,254
2023-07-26,2023-08-17,2,Confirmed,,Reservation,22
2023-07-26,2023-07-29,1,Confirmed,,Reservation,3
2023-07-26,2023-09-17,1,Confirmed,,Reservation,53
2023-07-26,2024-05-04,1,Confirmed,,Reservation,283
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,8,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,6,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,8,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,11,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,6,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,7,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,10,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,9,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,7,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,1,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,4,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,5,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,6,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,2,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,6,Confirmed,,Walk-in,0
2023-07-27,2023-07-27,3,Confirmed,,Walk-in,0
2023-07-27,2023-09-01,2,Confirmed,,Reservation,36
2023-07-27,2023-08-16,3,Confirmed,,Reservation,20
2023-07-27,2024-01-18,6,Confirmed,,Reservation,175
2023-07-27,2023-08-14,2,Confirmed,,Reservation,18
2023-07-27,2023-11-07,3,Confirmed,,Reservation,103
