Type,Reservation Day,Check-in Day,Occupancy_duration,Decision
True,263,259,4,1
True,264,259,5,1
True,264,259,5,1
True,264,259,5,1
True,264,259,5,1
True,264,259,5,1
True,264,259,5,1
True,112,260,3,0
True,364,260,3,0
True,18,260,3,0
True,267,260,7,1
True,72,260,7,0
True,254,261,1,0
True,184,261,4,0
True,164,261,7,0
True,230,262,1,0
True,258,262,2,0
True,231,262,3,0
True,236,262,3,0
True,262,262,3,1
True,207,262,3,0
True,257,263,1,0
True,237,263,2,0
True,230,263,2,0
True,252,263,3,0
True,55,263,3,0
True,257,263,4,0
True,199,263,4,0
True,248,263,6,0
True,69,263,6,0
True,64,263,6,0
True,134,263,6,0
True,270,263,7,1
True,76,263,7,0
True,270,263,7,1
True,270,263,7,1
True,76,263,7,0
True,237,263,1,0
True,244,263,1,0
True,28,264,7,0
True,271,264,7,1
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,271,264,7,1
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,28,264,7,0
True,271,264,7,1
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,229,265,6,0
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,269,265,4,1
True,169,265,4,0
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,222,265,4,0
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,269,265,4,1
True,287,265,4,0
True,287,265,4,0
True,287,265,4,0
True,248,266,1,0
True,218,266,7,0
True,239,267,1,0
True,274,267,7,1
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,140,268,3,0
True,242,269,1,0
True,246,269,1,0
True,242,269,1,0
True,252,269,1,0
True,198,269,3,0
True,206,269,4,0
True,258,269,7,0
True,283,269,14,1
True,283,269,14,1
True,220,270,5,0
True,194,270,5,0
True,277,270,7,1
True,270,270,7,0
True,179,270,7,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,22,270,9,0
True,280,270,10,1
True,277,270,7,1
True,277,270,7,1
True,277,270,7,1
True,280,270,10,1
True,280,270,10,1
True,99,271,7,0
True,99,271,7,0
True,201,272,4,0
True,197,273,3,0
True,279,273,6,1
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,169,274,3,0
True,221,274,4,0
True,259,274,5,0
True,256,274,5,0
True,173,274,4,0
True,14,274,14,0
True,124,275,6,0
True,239,275,21,0
True,237,275,21,0
True,102,276,4,0
True,127,276,4,0
True,260,276,4,0
True,20,276,5,0
True,142,277,4,0
True,201,277,5,0
True,210,277,6,0
True,222,277,6,0
True,287,277,10,1
True,230,278,1,0
True,230,278,1,0
True,135,278,5,0
True,224,278,5,0
True,215,278,5,0
True,215,278,5,0
True,215,278,5,0
True,246,279,3,0
True,272,279,5,0
True,272,279,5,0
True,272,279,5,0
True,86,279,9,0
True,282,280,2,1
True,282,280,2,1
True,243,280,3,0
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,243,280,3,0
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,243,280,3,0
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,283,280,3,1
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,283,280,3,1
True,283,280,3,1
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,64,280,4,0
True,283,281,2,1
True,272,281,2,0
True,221,281,3,0
True,100,281,3,0
True,267,281,5,0
True,290,281,9,1
True,282,282,1,1
True,148,282,2,0
True,148,282,2,0
True,148,282,2,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,267,282,4,0
True,351,282,4,0
True,351,282,4,0
True,226,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,351,282,4,0
True,148,282,2,0
True,132,282,2,0
True,148,282,2,0
True,291,282,9,1
True,292,282,10,1
True,308,282,14,0
True,251,283,2,0
True,251,283,2,0
True,187,283,2,0
True,273,283,2,0
True,187,283,2,0
True,251,283,2,0
True,273,283,2,0
True,273,283,2,0
True,273,283,2,0
True,273,283,2,0
True,273,283,2,0
True,187,283,2,0
True,273,283,2,0
True,273,283,2,0
True,251,283,2,0
True,273,283,2,0
True,273,283,2,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,251,283,3,0
True,267,283,3,0
True,267,283,3,0
True,251,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,3,0
True,267,283,5,0
True,267,283,5,0
True,290,283,7,1
True,290,283,7,1
True,290,283,7,1
True,132,283,10,0
True,278,284,1,0
True,278,284,1,0
True,273,284,2,0
True,291,284,7,1
True,273,285,1,0
True,284,285,1,0
True,278,285,1,0
True,285,285,1,0
True,291,285,6,1
True,292,285,7,1
True,292,285,7,1
True,292,285,7,1
True,289,286,3,1
True,290,286,4,1
True,273,286,4,0
True,273,286,4,0
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,284,286,2,0
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,43,286,4,0
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,290,286,4,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,284,286,5,0
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,291,286,5,1
True,292,286,6,1
True,293,286,7,1
True,292,286,6,1
True,287,287,1,0
True,291,287,4,1
True,291,287,4,1
True,292,287,5,1
True,292,287,5,1
True,273,288,7,0
True,295,288,7,1
True,295,288,7,1
True,146,288,8,0
True,280,289,1,0
True,264,289,1,0
True,215,289,7,0
True,215,289,7,0
True,264,289,14,0
True,264,290,2,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,200,290,3,0
True,285,290,4,0
True,273,290,5,0
True,261,290,5,0
True,249,290,5,0
True,276,290,4,0
True,298,290,8,1
True,224,291,1,0
True,130,291,2,0
True,278,291,3,0
True,273,291,3,0
True,203,291,4,0
True,248,291,4,0
True,262,291,4,0
True,201,291,5,0
True,68,291,7,0
True,123,291,7,0
True,118,291,7,0
True,68,291,7,0
True,118,291,7,0
True,182,291,8,0
True,278,292,1,0
True,264,292,2,0
True,264,292,2,0
True,264,292,2,0
True,264,292,2,0
True,276,292,2,0
True,264,292,2,0
True,270,292,3,0
True,280,292,3,0
True,282,292,3,0
True,203,292,4,0
True,161,292,4,0
True,176,292,4,0
True,282,292,5,0
True,291,293,1,0
True,280,293,3,0
True,273,293,4,0
True,298,293,5,1
True,298,293,5,1
True,298,293,5,1
True,298,293,5,1
True,273,293,3,0
True,298,293,5,1
True,300,293,7,1
True,165,293,7,0
True,178,293,7,0
True,193,294,3,0
True,181,294,3,0
True,258,294,4,0
True,258,294,4,0
True,298,294,4,1
True,260,294,4,0
True,298,294,4,1
True,258,294,4,0
True,258,294,4,0
True,258,294,4,0
True,258,294,4,0
True,258,294,4,0
True,298,294,4,1
True,258,294,4,0
True,258,294,4,0
True,258,294,4,0
True,258,294,4,0
True,193,294,7,0
True,217,295,4,0
True,252,295,7,0
True,131,296,7,0
True,280,297,3,0
True,258,297,4,0
True,95,297,4,0
True,164,297,5,0
True,236,297,4,0
True,181,297,5,0
True,181,297,5,0
True,221,297,5,0
True,263,298,2,0
True,257,298,2,0
True,275,298,2,0
True,272,298,3,0
True,267,298,3,0
True,243,298,4,0
True,247,298,4,0
True,247,298,4,0
True,299,299,1,1
True,299,299,1,0
True,299,299,1,1
True,300,299,1,1
True,301,300,1,1
True,300,300,2,0
True,259,300,3,0
True,151,300,7,0
True,202,300,8,0
True,202,300,8,0
True,202,300,8,0
True,301,301,1,0
True,301,301,1,0
True,298,301,1,0
True,301,301,2,0
True,291,301,3,0
True,291,301,3,0
True,236,301,3,0
True,283,301,3,0
True,290,301,3,0
True,193,301,4,0
True,277,301,4,0
True,207,301,7,0
True,300,302,1,0
True,287,302,1,0
True,287,302,1,0
True,304,302,2,1
True,304,302,2,1
True,301,302,2,0
True,302,302,4,1
True,246,302,4,0
True,302,302,7,0
True,118,302,9,0
True,304,303,1,1
True,304,303,1,1
True,304,303,1,1
True,303,303,1,0
True,302,303,1,0
True,298,303,1,0
True,303,303,1,1
True,265,303,7,0
True,207,303,7,0
True,298,304,1,0
True,304,304,1,0
True,298,304,1,0
True,301,304,1,0
True,303,304,2,0
True,304,304,3,1
True,293,304,4,0
True,276,304,7,0
True,117,305,5,0
True,117,305,5,0
True,202,305,7,0
True,238,305,7,0
True,249,305,7,0
True,238,305,7,0
True,215,305,7,0
True,292,306,2,0
True,71,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,71,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,71,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,292,306,2,0
True,268,306,7,0
True,276,306,7,0
True,274,307,2,0
True,274,307,2,0
True,274,307,2,0
True,274,307,2,0
True,279,307,5,0
True,281,307,7,0
True,245,308,1,0
True,245,308,1,0
True,295,308,1,0
True,295,308,1,0
True,295,308,1,0
True,295,308,1,0
True,295,308,1,0
True,295,308,1,0
True,245,308,1,0
True,295,308,1,0
True,295,308,1,0
True,245,308,1,0
True,245,308,1,0
True,295,308,1,0
True,295,308,1,0
True,295,308,1,0
True,180,308,7,0
True,309,309,1,0
True,279,309,1,0
True,246,309,2,0
True,284,309,2,0
True,284,309,2,0
True,293,310,1,0
True,109,310,2,0
True,285,310,2,0
True,268,310,2,0
True,309,310,2,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,200,310,3,0
True,301,311,1,0
True,301,311,1,0
True,290,311,5,0
True,265,311,6,0
True,158,311,7,0
True,268,311,7,0
True,312,312,1,1
True,308,312,5,0
True,284,312,6,0
True,284,312,7,0
True,303,313,3,0
True,282,313,6,0
True,312,314,1,0
True,228,314,6,0
True,299,315,3,0
True,299,315,3,0
True,244,315,5,0
True,244,315,5,0
True,204,315,5,0
True,244,315,5,0
True,244,315,5,0
True,300,315,4,0
True,244,315,5,0
True,244,315,5,0
True,244,315,5,0
True,315,315,7,1
True,309,316,2,0
True,284,316,2,0
True,283,316,2,0
True,287,316,4,0
True,293,316,4,0
True,231,316,4,0
True,266,316,5,0
True,285,316,6,0
True,302,316,8,0
True,299,317,1,0
True,288,317,1,0
True,288,317,1,0
True,297,317,3,0
True,271,317,4,0
True,287,317,4,0
True,291,317,5,0
True,263,317,5,0
True,274,317,6,0
True,294,317,30,0
True,293,317,30,0
True,319,319,1,1
True,319,319,2,0
True,319,319,4,0
True,183,319,10,0
True,275,321,1,0
True,308,321,2,0
True,210,322,3,0
True,312,322,4,0
True,312,322,4,0
True,286,322,4,0
True,298,322,4,0
True,312,322,4,0
True,244,322,4,0
True,294,322,7,0
True,316,323,1,0
True,313,323,2,0
True,290,323,2,0
True,310,323,2,0
True,260,323,2,0
True,247,323,2,0
True,299,323,3,0
True,330,323,7,1
True,281,324,2,0
True,281,324,2,0
True,305,324,7,0
True,314,325,3,0
True,260,326,1,0
True,296,327,1,0
True,327,327,1,0
True,321,327,1,0
True,328,328,1,0
True,322,328,1,0
True,328,328,1,0
True,291,329,3,0
True,310,329,3,0
True,312,329,3,0
True,244,329,4,0
True,300,330,2,0
True,316,330,3,0
True,318,330,3,0
True,312,331,1,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,292,331,3,0
True,288,331,7,0
True,262,331,7,0
True,263,331,7,0
True,317,332,3,0
True,328,334,3,0
True,315,335,1,0
True,335,335,1,0
True,278,335,3,0
True,335,335,2,0
True,195,335,3,0
True,320,336,1,0
True,267,336,3,0
True,322,336,3,0
True,323,337,2,0
True,291,337,2,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,328,338,1,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,300,338,3,0
True,339,339,4,0
True,337,340,3,0
True,334,340,3,0
True,289,340,3,0
True,335,340,3,0
True,334,340,3,0
True,335,340,3,0
True,334,340,3,0
True,337,340,3,0
True,292,340,4,0
True,185,340,5,0
True,245,340,5,0
True,342,341,1,1
True,289,341,3,0
True,246,341,4,0
True,341,341,5,1
True,330,342,4,0
True,342,342,5,1
True,306,343,1,0
True,343,343,1,0
True,338,343,3,0
True,306,343,1,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,338,343,3,0
True,246,343,3,0
True,252,343,3,0
True,329,343,4,0
True,217,343,4,0
True,340,344,2,0
True,257,344,2,0
True,345,345,1,0
True,309,345,1,0
True,294,345,2,0
True,323,345,3,0
True,343,347,1,0
True,343,347,1,0
True,306,347,5,0
True,342,347,18,0
True,348,348,1,0
True,349,349,2,0
True,116,350,2,0
True,116,350,2,0
True,308,350,3,0
True,308,350,4,0
True,306,351,1,0
True,351,351,2,0
True,338,351,2,0
True,326,352,1,0
True,352,352,2,1
True,300,352,2,0
True,352,352,2,1
True,300,352,2,0
True,339,352,4,0
True,352,352,4,1
True,306,352,5,0
True,278,352,8,0
True,341,352,9,0
True,155,352,18,0
True,152,352,18,0
True,308,353,4,0
True,258,353,8,0
True,341,354,1,0
True,354,354,2,0
True,354,354,3,0
True,269,354,4,0
True,298,354,11,0
True,354,355,1,0
True,339,355,1,0
True,354,355,1,0
True,159,355,7,0
True,356,356,1,0
True,355,356,1,0
True,281,356,6,0
True,281,356,6,0
True,357,357,1,0
True,358,358,1,0
True,259,358,4,0
True,341,358,4,0
True,277,358,5,0
True,277,358,5,0
True,285,358,6,0
True,285,358,6,0
True,285,358,6,0
True,285,358,6,0
True,292,358,7,0
True,325,358,7,0
True,321,359,1,0
True,321,359,1,0
True,286,359,3,0
True,280,359,5,0
True,280,359,5,0
True,280,359,5,0
True,356,359,5,0
True,180,359,8,0
True,343,360,5,0
True,270,361,3,0
True,350,361,4,0
True,297,361,4,0
True,349,361,4,0
True,339,361,4,0
True,259,361,6,0
True,283,361,7,0
True,283,361,7,0
True,359,362,1,0
True,359,362,1,0
True,327,362,2,0
True,336,362,3,0
True,362,363,1,0
True,56,363,4,0
True,352,363,2,0
True,69,363,6,0
True,300,364,3,0
True,364,364,3,1
True,182,364,3,0
True,208,365,2,0
True,208,365,2,0
True,127,365,2,0
True,158,365,2,0
True,354,365,3,0
True,357,365,3,0
True,354,365,3,0
True,264,365,3,0
True,355,365,3,0
True,357,365,3,0
True,355,365,3,0
True,264,365,3,0
True,357,365,3,0
True,326,365,3,0
True,354,365,3,0
True,347,365,3,0
True,354,365,3,0
True,357,365,3,0
True,357,365,3,0
True,355,365,3,0
True,365,365,4,1
True,311,365,4,0
True,311,365,4,0
True,312,366,7,0
True,294,1,1,0
True,339,1,4,0
True,316,1,4,0
True,339,1,4,0
True,303,1,4,0
True,325,1,5,0
True,195,1,7,0
True,199,1,7,0
True,316,1,7,0
True,342,1,14,0
True,352,2,1,0
True,352,2,1,0
True,359,2,2,0
True,347,2,4,0
True,340,2,5,0
True,325,2,5,0
True,357,2,10,0
True,325,3,7,0
True,326,3,7,0
True,3,4,1,0
True,348,4,3,0
True,327,4,5,0
True,327,4,5,0
True,313,4,7,0
True,354,5,3,0
True,1,5,3,0
True,361,6,2,0
True,361,6,2,0
True,6,6,5,1
True,363,6,14,0
True,355,7,3,0
True,355,7,3,0
True,319,7,4,0
True,365,7,7,0
True,279,8,1,0
True,279,8,1,0
True,324,8,5,0
True,316,8,7,0
True,215,9,7,0
True,215,9,7,0
True,221,9,7,0
True,221,9,7,0
True,305,10,56,0
True,10,11,1,0
True,11,11,1,0
True,10,11,1,0
True,11,11,2,0
True,7,11,2,0
True,351,11,3,0
True,325,11,14,0
True,10,12,3,0
True,252,12,5,0
True,12,12,16,1
True,10,12,8,0
True,4,13,2,0
True,297,13,3,0
True,4,14,1,0
True,293,14,3,0
True,293,14,3,0
True,335,14,7,0
True,340,14,7,0
True,293,14,3,0
True,141,14,14,0
True,16,16,1,0
True,105,16,2,0
True,105,16,2,0
True,14,16,3,0
True,13,16,3,0
True,5,16,3,0
True,5,16,3,0
True,13,16,3,0
True,14,16,3,0
True,4,16,3,0
True,3,16,3,0
True,4,16,3,0
True,11,16,3,0
True,3,16,3,0
True,16,16,3,0
True,10,16,3,0
True,6,16,3,0
True,5,16,3,0
True,17,17,1,0
True,17,17,1,0
True,17,17,2,0
True,17,17,2,1
True,17,18,12,0
True,17,19,1,0
True,17,19,1,0
True,359,19,2,0
True,359,19,2,0
True,263,20,2,0
True,344,20,2,0
True,328,20,2,0
True,11,20,2,0
True,343,20,2,0
True,313,20,4,0
True,16,21,1,0
True,270,22,7,0
True,344,22,7,0
True,16,23,1,0
True,20,23,2,0
True,20,23,2,0
True,20,23,2,0
True,20,23,2,0
True,20,24,2,0
True,26,25,1,1
True,314,25,12,0
True,350,26,5,0
True,145,26,7,0
True,23,27,2,0
True,366,27,2,0
True,11,27,2,0
True,366,27,2,0
True,5,27,3,0
True,27,27,3,0
True,5,27,3,0
True,5,27,3,0
True,323,27,29,0
True,17,28,1,0
True,12,28,1,0
True,28,28,1,0
True,301,28,1,0
True,11,28,1,0
True,19,28,1,0
True,301,28,1,0
True,365,28,1,0
True,211,28,2,0
True,28,28,1,1
True,25,28,2,0
True,316,29,7,0
True,313,29,7,0
True,271,29,7,0
True,18,30,2,0
True,17,30,3,0
True,15,30,3,0
True,13,30,3,0
True,320,31,4,0
True,5,31,7,0
True,326,32,1,0
True,21,32,2,0
True,359,32,14,0
True,318,32,4,0
True,33,33,2,1
True,31,33,2,0
True,318,33,3,0
True,318,33,3,0
True,14,33,3,0
True,357,33,3,0
True,33,33,1,0
True,34,34,1,1
True,3,34,4,0
True,7,34,3,0
True,35,35,1,0
True,35,35,1,0
True,35,35,1,0
True,35,35,1,0
True,35,35,1,0
True,19,35,2,0
True,6,35,4,0
True,6,35,4,0
True,301,35,7,0
True,18,35,7,0
True,336,35,11,0
True,33,36,2,0
True,257,36,5,0
True,2,37,4,0
True,259,37,4,0
True,259,37,4,0
True,333,39,3,0
True,38,39,3,0
True,28,39,5,0
True,30,40,4,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,31,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,27,41,2,0
True,350,41,2,0
True,350,41,2,0
True,237,41,2,0
True,350,41,2,0
True,350,41,2,0
True,350,41,2,0
True,30,41,3,0
True,333,41,3,0
True,343,41,3,0
True,38,41,3,0
True,10,41,4,0
True,28,42,1,0
True,9,42,1,0
True,13,42,1,0
True,42,42,1,0
True,41,42,1,0
True,41,42,1,0
True,24,42,3,0
True,17,42,5,0
True,32,42,7,0
True,42,42,7,1
True,42,42,7,1
True,242,42,28,0
True,43,43,0,0
True,3,43,5,0
True,3,43,5,0
True,215,43,7,0
True,25,44,1,0
True,38,44,2,0
True,24,44,2,0
True,44,44,2,1
True,32,44,3,0
True,33,44,4,0
True,365,44,4,0
True,11,44,4,0
True,288,44,6,0
True,45,45,1,1
True,45,45,1,1
True,31,45,2,0
True,34,45,2,0
True,45,45,2,1
True,44,45,3,0
True,45,45,4,1
True,323,46,3,0
True,323,46,3,0
True,45,46,2,0
True,357,47,3,0
True,17,47,4,0
True,25,47,3,0
True,47,47,7,0
True,271,47,10,0
True,20,48,2,0
True,34,48,2,0
True,33,48,2,0
True,6,48,2,0
True,21,48,2,0
True,35,48,3,0
True,32,48,3,0
True,34,48,3,0
True,34,48,3,0
True,34,48,1,0
True,15,49,1,0
True,37,49,1,0
True,33,49,1,0
True,34,49,1,0
True,49,49,1,0
True,347,49,1,0
True,10,49,1,0
True,32,49,2,0
True,32,49,2,0
True,49,49,2,1
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,32,49,2,0
True,15,49,3,0
True,223,50,1,0
True,34,50,5,0
True,34,50,5,0
True,343,50,3,0
True,41,50,3,0
True,337,50,5,0
True,337,50,5,0
True,337,50,5,0
True,337,50,5,0
True,39,50,5,0
True,337,50,5,0
True,337,50,5,0
True,337,50,5,0
True,51,51,1,0
True,46,51,2,0
True,34,51,3,0
True,31,51,3,0
True,41,51,3,0
True,279,51,6,0
True,52,52,2,0
True,52,52,2,0
True,51,52,5,0
True,32,52,6,0
True,51,52,6,0
True,24,52,7,0
True,53,53,1,0
True,3,53,2,0
True,51,53,3,0
True,349,53,4,0
True,57,53,4,1
True,32,53,4,0
True,349,53,4,0
True,51,53,4,0
True,349,53,4,0
True,51,53,4,0
True,51,53,4,0
True,32,53,4,0
True,349,53,4,0
True,32,53,4,0
True,349,53,4,0
True,349,53,4,0
True,349,53,4,0
True,51,53,4,0
True,51,53,4,0
True,29,53,5,0
True,54,54,1,0
True,11,54,1,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,52,54,2,0
True,300,54,4,0
True,31,54,7,0
True,55,55,1,1
True,26,55,2,0
True,55,55,2,1
True,53,55,2,0
True,28,55,3,0
True,46,55,4,0
True,38,55,4,0
True,55,55,4,1
True,21,55,4,0
True,45,55,4,0
True,26,55,4,0
True,42,55,4,0
True,23,55,5,0
True,39,56,2,0
True,49,56,2,0
True,45,56,2,0
True,17,56,3,0
True,39,56,3,0
True,34,56,3,0
True,31,56,3,0
True,39,56,3,0
True,48,56,3,0
True,9,56,3,0
True,38,56,3,0
True,44,56,3,0
True,20,56,3,0
True,31,56,3,0
True,52,56,3,0
True,27,56,3,0
True,10,56,7,0
True,10,56,7,0
True,25,57,3,0
True,18,57,3,0
True,25,57,3,0
True,57,58,1,0
True,6,58,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,19,59,2,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,41,60,25,0
True,41,60,25,0
True,204,60,14,0
True,204,60,14,0
True,41,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,41,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,342,60,25,0
True,41,60,25,0
True,342,60,25,0
True,342,60,25,0
True,64,61,3,1
True,62,62,3,1
True,62,62,3,1
True,49,63,2,0
True,55,64,1,0
True,52,64,2,0
True,46,64,2,0
True,40,64,3,0
True,160,64,4,0
True,160,64,4,0
True,11,64,7,0
True,11,64,7,0
True,259,64,7,0
True,259,64,7,0
True,11,64,7,0
True,11,64,7,0
True,51,64,7,0
True,259,64,7,0
True,11,64,7,0
True,11,64,7,0
True,259,64,7,0
True,259,64,7,0
True,11,64,7,0
True,11,64,7,0
True,11,64,7,0
