Type,Reservation Day,Check-in Day,Occupancy_duration,Decision,Cancel_Date,Type_Marked,Lead_Time
True,2015-04-17,2015-10-04,12,0,2015-07-17,Reservation,170
True,2015-04-17,2015-10-04,12,0,2015-07-17,Reservation,170
True,2015-07-27,2015-10-04,5,1,,Reservation,69
True,2015-07-27,2015-10-04,5,1,,Reservation,69
True,2015-06-15,2015-10-04,6,1,,Reservation,111
True,2015-09-16,2015-10-04,6,1,,Reservation,18
True,2015-09-28,2015-10-05,1,1,,Reservation,7
True,2015-10-04,2015-10-05,2,1,,Reservation,1
True,2015-07-28,2015-10-05,2,1,,Reservation,69
True,2015-09-28,2015-10-05,1,0,2015-10-02,Reservation,7
True,2015-09-25,2015-10-05,4,1,,Reservation,10
True,2015-08-11,2015-10-05,4,1,,Reservation,55
True,2015-09-25,2015-10-05,4,1,,Reservation,10
True,2015-09-18,2015-10-05,7,1,,Reservation,17
True,2015-07-23,2015-10-05,9,0,2015-08-11,Reservation,74
True,2015-07-23,2015-10-05,9,0,2015-08-11,Reservation,74
True,2015-07-23,2015-10-05,9,0,2015-08-11,Reservation,74
True,2015-07-23,2015-10-05,9,0,2015-08-11,Reservation,74
True,2015-03-12,2015-10-05,10,1,,Reservation,207
True,2015-10-05,2015-10-06,1,0,2015-10-05,Reservation,1
True,2015-10-05,2015-10-06,1,0,2015-10-05,Reservation,1
True,2015-10-05,2015-10-06,1,0,2015-10-05,Reservation,1
True,2015-10-06,2015-10-06,0,1,,Walk-in,0
True,2015-08-24,2015-10-06,1,0,2015-09-04,Reservation,43
True,2015-07-28,2015-10-06,1,1,,Reservation,70
True,2015-10-06,2015-10-06,2,1,,Walk-in,0
True,2015-10-05,2015-10-06,3,0,2015-10-05,Reservation,1
True,2015-10-05,2015-10-06,3,1,,Reservation,1
True,2015-08-24,2015-10-06,4,1,,Reservation,43
True,2014-11-12,2015-10-06,7,0,2015-01-02,Reservation,328
True,2015-10-03,2015-10-07,1,0,2015-10-05,Reservation,4
True,2015-09-24,2015-10-07,1,1,,Reservation,13
True,2015-10-03,2015-10-07,1,0,2015-10-05,Reservation,4
True,2015-10-03,2015-10-07,1,0,2015-10-05,Reservation,4
True,2015-10-03,2015-10-07,1,0,2015-10-05,Reservation,4
True,2015-09-04,2015-10-07,2,1,,Reservation,33
True,2015-09-16,2015-10-07,2,1,,Reservation,21
True,2015-10-07,2015-10-07,1,1,,Walk-in,0
True,2015-10-05,2015-10-07,1,1,,Reservation,2
True,2015-10-01,2015-10-07,1,1,,Reservation,6
True,2015-07-21,2015-10-07,4,1,,Reservation,78
True,2015-09-16,2015-10-07,2,1,,Reservation,21
True,2015-04-15,2015-10-07,7,1,,Reservation,175
True,2015-09-26,2015-10-07,7,1,,Reservation,11
True,2015-09-21,2015-10-07,7,0,2015-09-25,Reservation,16
True,2015-09-17,2015-10-08,1,0,2015-10-08,Reservation,21
True,2015-09-25,2015-10-08,1,1,,Reservation,13
True,2015-10-05,2015-10-08,1,1,,Reservation,3
True,2015-10-05,2015-10-08,1,1,,Reservation,3
True,2015-09-16,2015-10-08,1,0,2015-10-08,Reservation,22
True,2015-09-05,2015-10-08,3,1,,Reservation,33
True,2015-08-25,2015-10-08,3,1,,Reservation,44
True,2015-07-23,2015-10-08,3,1,,Reservation,77
True,2015-08-25,2015-10-08,3,1,,Reservation,44
True,2015-07-24,2015-10-08,3,1,,Reservation,76
True,2015-07-29,2015-10-08,3,1,,Reservation,71
True,2015-09-29,2015-10-08,3,1,,Reservation,9
True,2015-09-05,2015-10-08,3,1,,Reservation,33
True,2015-10-05,2015-10-08,3,1,,Reservation,3
True,2015-07-23,2015-10-08,3,1,,Reservation,77
True,2015-08-10,2015-10-08,3,1,,Reservation,59
True,2015-07-23,2015-10-08,3,1,,Reservation,77
True,2015-10-05,2015-10-08,3,1,,Reservation,3
True,2015-07-29,2015-10-08,3,1,,Reservation,71
True,2015-09-28,2015-10-08,7,1,,Reservation,10
True,2014-11-12,2015-10-08,7,0,2015-01-02,Reservation,330
True,2015-05-29,2015-10-08,4,1,,Reservation,132
True,2015-09-28,2015-10-08,7,1,,Reservation,10
True,2015-10-08,2015-10-09,1,1,,Reservation,1
True,2015-09-23,2015-10-09,1,1,,Reservation,16
True,2015-05-28,2015-10-09,2,0,2015-08-29,Reservation,134
True,2015-07-24,2015-10-09,2,1,,Reservation,77
True,2015-07-24,2015-10-09,2,1,,Reservation,77
True,2015-09-05,2015-10-09,2,1,,Reservation,34
True,2015-07-23,2015-10-09,2,0,2015-07-23,Reservation,78
True,2015-07-24,2015-10-09,2,0,2015-10-08,Reservation,77
True,2015-07-24,2015-10-09,2,1,,Reservation,77
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-08-07,2015-10-09,3,1,,Reservation,63
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-24,2015-10-09,2,1,,Reservation,77
True,2015-08-03,2015-10-09,2,1,,Reservation,67
True,2015-09-18,2015-10-09,3,1,,Reservation,21
True,2015-09-26,2015-10-09,3,1,,Reservation,13
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-08-07,2015-10-09,3,1,,Reservation,63
True,2015-09-30,2015-10-09,3,1,,Reservation,9
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-08-07,2015-10-09,3,1,,Reservation,63
True,2015-09-25,2015-10-09,3,1,,Reservation,14
True,2015-10-01,2015-10-09,3,1,,Reservation,8
True,2015-09-14,2015-10-09,3,1,,Reservation,25
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-07-23,2015-10-09,3,0,2015-08-14,Reservation,78
True,2015-10-09,2015-10-09,4,1,,Walk-in,0
True,2015-10-08,2015-10-10,1,0,2015-10-09,Reservation,2
True,2015-09-29,2015-10-10,1,1,,Reservation,11
True,2015-09-29,2015-10-10,1,1,,Reservation,11
True,2015-10-05,2015-10-10,1,1,,Reservation,5
True,2015-09-05,2015-10-10,1,1,,Reservation,35
True,2015-09-28,2015-10-10,2,1,,Reservation,12
True,2015-09-28,2015-10-10,2,1,,Reservation,12
True,2015-09-19,2015-10-10,2,0,2015-09-28,Reservation,21
True,2015-09-29,2015-10-10,2,1,,Reservation,11
True,2015-10-05,2015-10-10,2,1,,Reservation,5
True,2015-09-28,2015-10-10,2,1,,Reservation,12
True,2015-09-24,2015-10-10,2,1,,Reservation,16
True,2015-09-19,2015-10-10,2,0,2015-09-28,Reservation,21
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2014-10-07,2015-10-10,7,0,2015-05-20,Reservation,368
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-05-20,2015-10-10,7,0,2015-07-08,Reservation,143
True,2015-10-09,2015-10-11,1,1,,Reservation,2
True,2015-10-09,2015-10-11,1,1,,Reservation,2
True,2015-09-02,2015-10-11,1,1,,Reservation,39
True,2015-08-26,2015-10-11,1,0,2015-09-21,Reservation,46
True,2015-10-02,2015-10-11,1,1,,Reservation,9
True,2015-10-06,2015-10-11,2,1,,Reservation,5
True,2015-10-09,2015-10-11,2,1,,Reservation,2
True,2015-10-10,2015-10-11,2,1,,Reservation,1
True,2015-10-10,2015-10-11,1,1,,Reservation,1
True,2015-07-16,2015-10-11,4,0,2015-09-11,Reservation,87
True,2015-09-29,2015-10-11,4,0,2015-09-30,Reservation,12
True,2015-08-31,2015-10-11,4,1,,Reservation,41
True,2015-07-01,2015-10-11,4,0,2015-07-31,Reservation,102
True,2015-07-16,2015-10-11,4,0,2015-09-11,Reservation,87
True,2015-07-20,2015-10-11,5,1,,Reservation,83
True,2015-10-06,2015-10-11,7,1,,Reservation,5
True,2015-10-06,2015-10-11,9,1,,Reservation,5
True,2015-10-12,2015-10-12,0,1,,Walk-in,0
True,2015-09-29,2015-10-12,1,1,,Reservation,13
True,2015-09-29,2015-10-12,1,1,,Reservation,13
True,2015-09-22,2015-10-12,1,1,,Reservation,20
True,2015-10-12,2015-10-12,2,1,,Walk-in,0
True,2015-10-10,2015-10-12,2,1,,Reservation,2
True,2015-10-08,2015-10-12,2,1,,Reservation,4
True,2014-11-12,2015-10-12,7,0,2015-01-02,Reservation,334
True,2015-10-12,2015-10-13,1,1,,Reservation,1
True,2015-10-12,2015-10-13,1,1,,Reservation,1
True,2015-10-13,2015-10-13,1,1,,Walk-in,0
True,2015-09-26,2015-10-13,1,1,,Reservation,17
True,2015-10-13,2015-10-13,1,1,,Walk-in,0
True,2015-10-13,2015-10-13,2,1,,Walk-in,0
True,2015-10-13,2015-10-14,1,1,,Reservation,1
True,2015-10-12,2015-10-14,1,1,,Reservation,2
True,2015-10-13,2015-10-14,1,1,,Reservation,1
True,2015-10-12,2015-10-14,1,1,,Reservation,2
True,2015-06-30,2015-10-14,8,1,,Reservation,106
True,2015-10-08,2015-10-15,0,1,,Reservation,7
True,2015-10-08,2015-10-15,3,1,,Reservation,7
True,2015-05-18,2015-10-15,6,1,,Reservation,150
True,2015-10-16,2015-10-16,1,1,,Walk-in,0
True,2015-10-08,2015-10-16,1,1,,Reservation,8
True,2015-10-08,2015-10-16,2,1,,Reservation,8
True,2015-07-20,2015-10-16,3,1,,Reservation,88
True,2015-07-20,2015-10-16,3,1,,Reservation,88
True,2015-10-16,2015-10-16,4,1,,Walk-in,0
True,2015-10-15,2015-10-17,1,1,,Reservation,2
True,2015-06-03,2015-10-17,7,1,,Reservation,136
True,2015-07-14,2015-10-17,8,1,,Reservation,95
True,2015-10-01,2015-10-18,7,1,,Reservation,17
True,2015-07-18,2015-10-18,7,0,2015-07-22,Reservation,92
True,2015-09-07,2015-10-18,7,1,,Reservation,41
True,2015-08-07,2015-10-18,7,0,2015-09-07,Reservation,72
True,2015-07-24,2015-10-18,7,1,,Reservation,86
True,2015-07-30,2015-10-18,9,1,,Reservation,80
True,2015-06-22,2015-10-19,1,0,2015-07-06,Reservation,119
True,2015-06-22,2015-10-19,1,0,2015-07-06,Reservation,119
True,2015-10-14,2015-10-19,1,1,,Reservation,5
True,2015-10-19,2015-10-19,2,1,,Walk-in,0
True,2015-10-12,2015-10-19,2,1,,Reservation,7
True,2015-10-12,2015-10-19,2,1,,Reservation,7
True,2015-10-19,2015-10-19,1,1,,Walk-in,0
True,2015-10-12,2015-10-19,2,1,,Reservation,7
True,2015-10-09,2015-10-19,3,1,,Reservation,10
True,2015-10-09,2015-10-19,3,1,,Reservation,10
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-10-14,2015-10-19,5,1,,Reservation,5
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-10-16,2015-10-19,5,1,,Reservation,3
True,2015-09-02,2015-10-19,5,1,,Reservation,47
True,2015-08-11,2015-10-19,7,1,,Reservation,69
True,2015-08-05,2015-10-19,8,1,,Reservation,75
True,2015-06-16,2015-10-19,11,0,2015-06-23,Reservation,125
True,2015-08-20,2015-10-19,17,1,,Reservation,60
True,2015-10-08,2015-10-20,2,1,,Reservation,12
True,2015-08-06,2015-10-20,5,1,,Reservation,75
True,2015-09-28,2015-10-20,5,1,,Reservation,22
True,2015-07-04,2015-10-20,7,1,,Reservation,108
True,2015-08-06,2015-10-20,10,1,,Reservation,75
True,2015-04-06,2015-10-20,11,0,2015-04-10,Reservation,197
True,2015-10-21,2015-10-21,0,1,,Walk-in,0
True,2015-06-22,2015-10-21,0,1,,Reservation,121
True,2015-10-20,2015-10-21,1,0,2015-10-20,Reservation,1
True,2015-10-02,2015-10-21,2,0,2015-10-02,Reservation,19
True,2015-09-23,2015-10-21,2,0,2015-10-02,Reservation,28
True,2015-09-23,2015-10-21,2,0,2015-10-02,Reservation,28
True,2015-10-02,2015-10-21,2,1,,Reservation,19
True,2015-09-23,2015-10-21,2,1,,Reservation,28
True,2015-10-02,2015-10-21,2,0,2015-10-02,Reservation,19
True,2015-07-30,2015-10-21,3,1,,Reservation,83
True,2015-07-30,2015-10-21,3,1,,Reservation,83
True,2015-08-28,2015-10-21,4,1,,Reservation,54
True,2015-06-23,2015-10-21,6,0,2015-06-25,Reservation,120
True,2015-06-25,2015-10-21,6,0,2015-10-06,Reservation,118
True,2015-09-03,2015-10-21,7,1,,Reservation,48
True,2015-05-14,2015-10-21,7,1,,Reservation,160
True,2015-09-30,2015-10-21,7,1,,Reservation,21
True,2015-07-22,2015-10-22,4,1,,Reservation,92
True,2015-09-16,2015-10-22,4,1,,Reservation,36
True,2015-10-01,2015-10-22,7,1,,Reservation,21
True,2015-10-22,2015-10-22,7,1,,Walk-in,0
True,2015-10-19,2015-10-22,7,1,,Reservation,3
True,2015-06-22,2015-10-22,4,0,2015-10-20,Reservation,122
True,2015-07-22,2015-10-22,4,1,,Reservation,92
True,2015-08-19,2015-10-22,4,0,2015-08-26,Reservation,64
True,2015-06-24,2015-10-22,4,1,,Reservation,120
True,2015-06-22,2015-10-22,4,1,,Reservation,122
True,2015-09-28,2015-10-22,4,1,,Reservation,24
True,2015-10-01,2015-10-22,7,1,,Reservation,21
True,2015-08-31,2015-10-22,7,1,,Reservation,52
True,2015-09-30,2015-10-22,3,1,,Reservation,22
True,2015-10-13,2015-10-23,1,1,,Reservation,10
True,2015-09-24,2015-10-23,2,1,,Reservation,29
True,2015-09-24,2015-10-23,2,1,,Reservation,29
True,2015-10-23,2015-10-23,2,1,,Walk-in,0
True,2015-09-24,2015-10-23,2,1,,Reservation,29
True,2015-07-22,2015-10-23,4,1,,Reservation,93
True,2015-07-22,2015-10-23,4,1,,Reservation,93
True,2015-06-26,2015-10-23,5,1,,Reservation,119
True,2015-06-26,2015-10-23,5,1,,Reservation,119
True,2015-08-11,2015-10-23,6,1,,Reservation,73
True,2015-05-11,2015-10-23,7,0,2015-05-18,Reservation,165
True,2015-05-11,2015-10-23,7,0,2015-05-18,Reservation,165
True,2015-05-11,2015-10-23,7,0,2015-05-18,Reservation,165
True,2015-05-11,2015-10-23,7,0,2015-05-18,Reservation,165
True,2015-10-01,2015-10-23,7,1,,Reservation,22
True,2015-09-30,2015-10-23,15,1,,Reservation,23
True,2015-10-10,2015-10-23,2,1,,Reservation,13
True,2015-05-13,2015-10-23,3,1,,Reservation,163
True,2015-10-12,2015-10-23,2,1,,Reservation,11
True,2015-07-04,2015-10-23,3,0,2015-07-20,Reservation,111
True,2015-10-24,2015-10-24,1,1,,Walk-in,0
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-10-20,2015-10-24,3,1,,Reservation,4
True,2015-09-04,2015-10-24,4,1,,Reservation,50
True,2015-10-19,2015-10-24,4,1,,Reservation,5
True,2015-09-04,2015-10-24,7,1,,Reservation,50
True,2015-06-26,2015-10-24,10,1,,Reservation,120
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-05-29,2015-10-24,1,0,2015-06-26,Reservation,148
True,2015-10-23,2015-10-24,1,1,,Reservation,1
True,2015-07-02,2015-10-25,6,1,,Reservation,115
True,2015-08-18,2015-10-25,7,1,,Reservation,68
True,2015-08-24,2015-10-25,7,1,,Reservation,62
True,2015-10-25,2015-10-26,1,1,,Reservation,1
True,2015-09-29,2015-10-26,19,0,2015-10-26,Reservation,27
True,2015-07-04,2015-10-26,23,0,2015-10-10,Reservation,114
True,2015-07-04,2015-10-26,23,0,2015-10-10,Reservation,114
True,2015-07-04,2015-10-26,23,0,2015-10-10,Reservation,114
True,2015-07-04,2015-10-26,23,0,2015-10-10,Reservation,114
True,2015-07-04,2015-10-26,23,0,2015-10-10,Reservation,114
True,2015-10-24,2015-10-27,1,1,,Reservation,3
True,2015-10-27,2015-10-27,1,1,,Walk-in,0
True,2015-10-27,2015-10-27,1,1,,Walk-in,0
True,2015-10-24,2015-10-27,2,1,,Reservation,3
True,2015-10-17,2015-10-27,2,1,,Reservation,10
True,2015-10-27,2015-10-27,2,1,,Walk-in,0
True,2015-10-27,2015-10-27,2,1,,Walk-in,0
True,2015-10-17,2015-10-27,2,1,,Reservation,10
True,2015-10-26,2015-10-27,3,1,,Reservation,1
True,2015-10-24,2015-10-27,7,1,,Reservation,3
True,2015-08-27,2015-10-27,7,1,,Reservation,61
True,2015-10-26,2015-10-28,1,1,,Reservation,2
True,2015-10-09,2015-10-28,1,1,,Reservation,19
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2015-09-09,2015-10-28,7,1,,Reservation,49
True,2015-09-09,2015-10-28,7,1,,Reservation,49
True,2015-09-09,2015-10-28,7,1,,Reservation,49
True,2015-09-09,2015-10-28,7,1,,Reservation,49
True,2015-10-28,2015-10-28,1,1,,Walk-in,0
True,2015-10-26,2015-10-28,2,1,,Reservation,2
True,2015-10-28,2015-10-29,1,1,,Reservation,1
True,2015-10-28,2015-10-29,1,1,,Reservation,1
True,2015-10-27,2015-10-29,2,1,,Reservation,2
True,2015-10-27,2015-10-29,2,1,,Reservation,2
True,2015-10-26,2015-10-29,1,1,,Reservation,3
True,2015-10-22,2015-10-29,1,0,2015-10-26,Reservation,7
True,2015-10-26,2015-10-29,3,1,,Reservation,3
True,2015-10-27,2015-10-29,3,1,,Reservation,2
True,2015-10-26,2015-10-29,3,1,,Reservation,3
True,2015-05-29,2015-10-29,3,1,,Reservation,153
True,2015-05-29,2015-10-29,4,1,,Reservation,153
True,2015-05-29,2015-10-29,5,1,,Reservation,153
True,2015-10-28,2015-10-30,1,1,,Reservation,2
True,2015-05-29,2015-10-30,2,1,,Reservation,154
True,2015-05-29,2015-10-30,2,1,,Reservation,154
True,2015-10-05,2015-10-30,2,1,,Reservation,25
True,2015-10-27,2015-10-30,2,1,,Reservation,3
True,2015-05-29,2015-10-30,2,1,,Reservation,154
True,2015-10-24,2015-10-30,3,1,,Reservation,6
True,2015-10-29,2015-10-30,0,1,,Reservation,1
True,2015-10-27,2015-10-30,2,1,,Reservation,3
True,2015-10-26,2015-10-30,3,1,,Reservation,4
True,2015-10-19,2015-10-30,3,1,,Reservation,11
True,2015-10-19,2015-10-30,3,1,,Reservation,11
True,2015-05-29,2015-10-30,3,1,,Reservation,154
True,2015-10-19,2015-10-30,3,1,,Reservation,11
True,2015-10-21,2015-10-31,0,1,,Reservation,10
True,2015-10-19,2015-10-31,1,1,,Reservation,12
True,2015-10-26,2015-10-31,1,1,,Reservation,5
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-29,Reservation,155
True,2015-10-27,2015-10-31,1,1,,Reservation,4
True,2015-10-28,2015-10-31,1,1,,Reservation,3
True,2015-10-23,2015-10-31,1,1,,Reservation,8
True,2015-10-31,2015-10-31,1,1,,Walk-in,0
True,2015-05-29,2015-10-31,1,0,2015-10-29,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-29,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-10-27,2015-10-31,1,1,,Reservation,4
True,2015-10-28,2015-10-31,1,1,,Reservation,3
True,2015-10-27,2015-10-31,1,1,,Reservation,4
True,2015-10-28,2015-10-31,1,0,2015-10-30,Reservation,3
True,2015-09-07,2015-10-31,1,1,,Reservation,54
True,2015-10-28,2015-10-31,1,1,,Reservation,3
True,2015-10-30,2015-10-31,1,1,,Reservation,1
True,2015-10-31,2015-10-31,1,1,,Walk-in,0
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-29,Reservation,155
True,2015-10-31,2015-10-31,1,1,,Walk-in,0
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,1,,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-05-29,2015-10-31,1,0,2015-10-26,Reservation,155
True,2015-10-30,2015-10-31,1,0,2015-10-31,Reservation,1
True,2015-08-18,2015-10-31,2,0,2015-08-20,Reservation,74
True,2015-10-20,2015-10-31,2,0,2015-10-20,Reservation,11
True,2015-10-19,2015-10-31,2,1,,Reservation,12
True,2015-05-29,2015-10-31,2,1,,Reservation,155
True,2015-05-29,2015-10-31,2,1,,Reservation,155
True,2015-08-17,2015-10-31,4,0,2015-10-09,Reservation,75
True,2015-06-25,2015-10-31,4,0,2015-10-02,Reservation,128
True,2015-06-25,2015-10-31,4,0,2015-10-02,Reservation,128
True,2015-09-10,2015-10-31,5,0,2015-09-21,Reservation,51
True,2015-10-06,2015-10-31,6,1,,Reservation,25
True,2015-08-11,2015-10-31,7,0,2015-09-11,Reservation,81
True,2015-09-22,2015-10-31,7,1,,Reservation,39
True,2015-09-03,2015-10-31,7,0,2015-09-04,Reservation,58
True,2015-09-29,2015-11-01,1,1,,Reservation,33
True,2015-10-31,2015-11-01,1,1,,Reservation,1
True,2015-10-28,2015-11-01,1,1,,Reservation,4
True,2015-10-27,2015-11-01,1,1,,Reservation,5
